PERMIT_NO,FARM_NAME,COUNTY,PROD_GAS_QUANT
125-27343,BIG DADDY SHAW 8H,Washington,
125-27344,"WALASIK, TERRY UNIT 4H",Washington,
125-27345,YABLONSKI 592027,Washington,2227412.0
125-27346,MAD DOG 2020 0H,Washington,7697530.880000001
125-27347,X-MAN 3.1H,Washington,
125-27351,BIER ALBERT 11409 1H,Washington,7382750.890000001
125-27352,PAUL SCHILINSKI WAS 10H,Washington,1954914.93
125-27353,PAUL SCHILINSKI WAS 1H,Washington,1436477.6100000006
125-27354,PAUL SCHILINSKI WAS 210H,Washington,2292887.2899999996
125-27355,PAUL SCHILINSKI WAS 5H,Washington,1499175.97
125-27356,WFN10 AHS,Washington,
125-27357,WFN10 BHS,Washington,
125-27358,WFN10 CHS,Washington,1769166.0
125-27359,WFN10 EHS,Washington,1499429.0
125-27360,WFN10 FHS,Washington,1203494.0
125-27361,WFN10 GHS,Washington,1417814.0
125-27362,WFN10 HHS,Washington,
125-27363,WFN10 JHS,Washington,
125-27364,WFN10 KHS,Washington,
125-27365,COWDEN WILLIAM UNIT 2H,Washington,2806980.900000002
125-27366,PAUL SCHILINSKI WAS 6H,Washington,1579277.1999999995
125-27367,BIER ALBERT 11409 7H,Washington,5688813.759999998
125-27368,DMC PROPERTIES (EAST) UNIT 11H,Washington,
125-27369,KENDALL UNIT 1H,Washington,1756572.5399999998
125-27370,KENDALL UNIT 2H,Washington,1488207.39
125-27371,KENDALL UNIT 3H,Washington,2051776.7900000003
125-27372,KENDALL UNIT 7H,Washington,1146138.1499999997
125-27373,COWDEN WILLIAM UNIT 5H,Washington,3072219.090000001
125-27374,COWDEN WILLIAM UNIT 1H,Washington,2676009.9899999998
125-27376,CONSOL MOR30AHS,Washington,
125-27377,CONSOL MOR30BHS,Washington,4468171.670000001
125-27378,CONSOL MOR30EHS,Washington,5455148.78
125-27379,JAMES BIRD WAS 206H,Washington,1753261.05
125-27380,KRAEER WEST UNIT 4H,Washington,
125-27381,STEWART TRUST UNIT 3H,Washington,4835754.940000001
125-27382,SMITH LARRY UNIT 2H,Washington,1200471.3400000003
125-27384,JAMES BIRD WAS 210H,Washington,
125-27385,JAMES BIRD WAS 10H,Washington,1947855.8699999996
125-27386,BIER ALBERT 11409 3H,Washington,4166320.390000001
125-27387,HARMON CREEK 'A' UNIT 3H,Washington,772018.8700000001
125-27388,HARMON CREEK 'A' UNIT 1H,Washington,
125-27389,MUNCE WILLIAM 10060 10H,Washington,
125-27390,HARMON CREEK 'A' UNIT 2H,Washington,1092726.93
125-27391,HARMON CREEK 'A' UNIT 23H,Washington,319822.73
125-27393,GALARAN UNIT 1H,Washington,720201.0399999998
125-27394,JEFFRIES ELISABETH 11512 1H,Washington,2489589.9099999997
125-27395,ROWLAND CAROL 10067 4H,Washington,3843886.5000000005
125-27396,JEFFRIES ELISABETH 11512 3H,Washington,8132130.68
125-27397,ROWLAND CAROL 10067 2H,Washington,5206992.719999999
125-27398,ROWLAND CAROL 10067 3H,Washington,2755297.570000001
125-27399,ROWLAND CAROL 10067 5H,Washington,4293717.7700000005
125-27400,PANGERSIS FAMILY 11290 6H,Washington,2111386.1000000006
125-27401,CP 3H,Washington,
125-27402,CP 5H,Washington,
125-27403,CP 7H,Washington,
125-27404,STEWART TRUST UNIT 5H,Washington,5458853.140000001
125-27405,DMC PROPERTIES (EAST) UNIT 10H,Washington,
125-27406,DMC PROPERTIES (EAST) UNIT 14H,Washington,
125-27407,US NATURAL RESOURCES UNIT 6H,Washington,
125-27408,US NATURAL RESOURCES UNIT 7H,Washington,8953782.769999998
125-27409,US NATURAL RESOURCES UNIT 8H,Washington,9723882.970000004
125-27410,US NATURAL RESOURCES UNIT 10H,Washington,9722509.04
125-27411,ROBERT SHORTS WAS 5H,Washington,3352153.769999999
125-27412,GALLAGHER 592719,Washington,3587630.0
125-27413,GALLAGHER 592720,Washington,3043840.0
125-27414,GALLAGHER 592721,Washington,3504229.0
125-27415,CARNS DONALD B UNIT 10H,Washington,2016848.8800000004
125-27416,ENGEL UNIT 9H,Washington,3641242.18
125-27417,ROWLAND CAROL 10067 1H,Washington,
125-27418,CONSOL MOR30GHS,Washington,6864047.340000001
125-27419,PANGERSIS FAMILY 11290 8H,Washington,
125-27420,CONSOL MOR30FHS,Washington,
125-27421,"WILSON, SARAH UNIT 4H",Washington,
125-27422,PAREES UNIT 5H,Washington,2641769.1399999997
125-27423,BIER ALBERT 11409 2H,Washington,8106519.839999999
125-27424,BIER ALBERT 11409 8H,Washington,6730772.219999999
125-27425,F I MONINGER 592363,Washington,2958578.0
125-27426,KRAEER WEST UNIT 1H,Washington,
125-27427,KRAEER WEST UNIT 2H,Washington,
125-27428,KRAEER WEST UNIT 3H,Washington,
125-27429,KRAEER WEST UNIT 6H,Washington,
125-27430,BIGGER THOMAS 10235 1H,Washington,
125-27431,BUFFALO TOWNSHIP 12029 5H,Washington,
125-27432,JEFFRIES ELISABETH 11512 2H,Washington,8134909.540000001
125-27433,JEFFRIES ELISABETH 11512 4H,Washington,6241993.739999999
125-27434,F I MONINGER 592364,Washington,3056393.0
125-27435,F I MONINGER 592371,Washington,2274907.0
125-27436,F I MONINGER 592372,Washington,3783642.0
125-27437,STEWART TRUST UNIT 2H,Washington,4635712.17
125-27438,ENGEL UNIT 10H,Washington,2108805.39
125-27439,ENGEL UNIT 11H,Washington,2260343.6600000006
125-27440,KOPKO MICHAEL ET AL UNIT 4H,Washington,3875877.330000001
125-27441,KENDALL UNIT 10H,Washington,2223809.31
125-27442,R SMITH 592298,Washington,2552151.0
125-27443,CONSOL MOR30CHS,Washington,5226190.91
125-27444,CONSOL MOR30DHS,Washington,7682980.47
125-27445,JEFFRIES ELISABETH 11512 5H,Washington,4774310.22
125-27448,DMC PROPERTIES (EAST) UNIT 12H,Washington,3631388.3600000003
125-27449,DMC PROPERTIES (EAST) UNIT 13H,Washington,2939518.28
125-27450,PAREES UNIT 6H,Washington,3944887.41
125-27453,YONKER GEORGE 11360 7H,Washington,
125-27454,YONKER GEORGE 11360 8H,Washington,
125-27455,CONSOL MOR30HHS,Washington,
125-27456,MALACHOSKY EDWARD 11752 2H,Washington,
125-27457,MALACHOSKY EDWARD 11752 3H,Washington,
125-27458,MALACHOSKY EDWARD 11752 4H,Washington,
125-27459,A & D FERGUSON DEV UNIT 6H,Washington,4980362.1
125-27460,A & D FERGUSON DEV UNIT 7H,Washington,4177401.7800000007
125-27461,COLVIN MOR42AHS,Washington,
125-27462,CAPTAIN JACK SPARROW 1H,Washington,3470931.91
125-27463,CAPTAIN JACK SPARROW 3H,Washington,3528337.950000001
125-27464,CAPTAIN JACK SPARROW 5H,Washington,4112201.4999999995
125-27465,CAPTAIN JACK SPARROW 7H,Washington,4216364.6899999995
125-27466,CAPTAIN JACK SPARROW 9H,Washington,4549843.59
125-27469,CONSOL MOR30JHSB,Washington,
125-27470,CONSOL MOR30KHSB,Washington,1856291.9300000002
125-27472,COLVIN MOR42BHS,Washington,
125-27473,COLVIN MOR42CHS,Washington,
125-27474,COLVIN MOR42DHS,Washington,
125-27475,COLVIN MOR42EHS,Washington,
125-27476,COLVIN MOR42FHS,Washington,
125-27477,COLVIN MOR42LHS,Washington,
125-27478,"MORITZ, EDWARD UNIT 2H",Washington,2697213.600000001
125-27479,"EAKIN, SANDRA UNIT 2H",Washington,
125-27480,GALARAN UNIT 3H,Washington,2067164.77
125-27481,GALARAN UNIT 2H,Washington,1703294.37
125-27482,MARTIN EDWARD 12273 5H,Washington,4883036.92
125-27483,MARTIN EDWARD 12273 4H,Washington,4181079.8000000003
125-27484,MARTIN EDWARD 12273 2H,Washington,5442718.039999999
125-27485,MARTIN EDWARD 12273 1H,Washington,
125-27486,KRAEER (WEST) UNIT 1H,Washington,2364109.3000000007
125-27487,KRAEER (WEST) UNIT 2H,Washington,1548830.0800000005
125-27488,KRAEER (WEST) UNIT 3H,Washington,1445952.4400000006
125-27489,KRAEER (WEST) UNIT 6H,Washington,
125-27490,HARBISON 592589,Washington,5611961.0
125-27491,HARBISON 592590,Washington,3491344.0
125-27492,HARBISON 592591,Washington,1649196.0
125-27493,HARBISON 592592,Washington,2438859.0
125-27494,HARBISON 592998,Washington,1641360.0
125-27495,HARBISON 592999,Washington,1522245.0
125-27496,ENGEL BRADLEY 12248 1H,Washington,
125-27497,BIGGER THOMAS 10235 1H,Washington,
125-27498,MARCHEZAK JOHN 11528 4H,Washington,
125-27499,YONKER GEORGE 11360 6H,Washington,
125-27501,GREAVES THOMAS 10428 6H,Washington,2506441.2800000007
125-27502,GREAVES THOMAS 10428 7H,Washington,2253652.1
125-27503,MARTIN EDWARD 12273 3H,Washington,4542487.0200000005
125-27504,HAYWOOD 592442,Washington,3235305.0
125-27505,HAYWOOD 592444,Washington,3689577.0
125-27506,HAYWOOD 592445,Washington,2952746.0
125-27507,HAYWOOD 592446,Washington,2813224.0
125-27508,HAYWOOD 592448,Washington,3975845.0
125-27509,HAYWOOD 592449,Washington,3735765.0
125-27510,HAYWOOD 592450,Washington,5185199.0
125-27511,GALARAN UNIT 4H,Washington,1570463.6200000003
125-27512,BROWNLEE MICHAEL UNIT 1H,Washington,
125-27513,BROWNLEE MICHAEL UNIT 2H,Washington,
125-27514,BROWNLEE MICHAEL UNIT 3H,Washington,
125-27515,R SMITH 592296,Washington,4498697.0
125-27516,R SMITH 592297,Washington,3522255.0
125-27517,R SMITH 592304,Washington,5085451.0
125-27518,KENDALL UNIT 11H,Washington,1678206.36
125-27519,MARTIN EDWARD 12273 1H,Washington,
125-27520,BEDILLION-DAY UNIT 9H,Washington,
125-27521,BEDILLION-DAY UNIT 10H,Washington,
125-27522,BEDILLION-DAY UNIT 11H,Washington,
125-27523,BEDILLION-DAY UNIT 12H,Washington,
125-27524,BEDILLION-DAY UNIT 13H,Washington,
125-27526,HARMON CREEK 'B' UNIT 24H,Washington,1036864.77
125-27527,RANDOLPH KAREN 11410 4H,Washington,
125-27530,GALARAN UNIT 5H,Washington,1455894.7000000002
125-27531,CAPTAIN JACK SPARROW 2H,Washington,3092193.3600000003
125-27532,CAPTAIN JACK SPARROW 4H,Washington,
125-27533,CAPTAIN JACK SPARROW 6H,Washington,
125-27534,ENGEL BRADLEY 12248 2H,Washington,
125-27535,ENGEL BRADLEY 12248 3H,Washington,
125-27536,KRAEER (WEST) UNIT 5H,Washington,
125-27537,ALLISON ALBERT UNIT 12H,Washington,
125-27538,HARMON CREEK 'B' UNIT 10H,Washington,
125-27539,COLVIN MOR42GHS,Washington,
125-27540,COLVIN MOR42HHS,Washington,
125-27541,COLVIN MOR42JHS,Washington,
125-27542,COLVIN MOR42KHS,Washington,
125-27543,COLVIN MOR42MHS,Washington,
125-27544,RANGE RES HARMON CREEK C UNIT 13H,Washington,
125-27545,BUFFALO TOWNSHIP 12029 6H,Washington,
125-27546,BUFFALO TOWNSHIP 12029 7H,Washington,
125-27547,SGL 232 A UNIT 1H,Washington,1316242.1199999999
125-27548,LITTLE CLARA UNIT 1H,Washington,
125-27550,KRAEER WEST UNIT 4H,Washington,
125-27551,GALARAN UNIT 9H,Washington,1459202.9200000002
125-27552,GALARAN UNIT 10H,Washington,1237999.2699999998
125-27553,MOORE PARK 12065 4H,Washington,2325168.9600000004
125-27554,MOORE PARK 12065 7H,Washington,2134367.8299999996
125-27555,MOORE PARK 12065 8H,Washington,2005670.6100000006
125-27556,HARBISON 592593,Washington,2469169.0
125-27557,HARBISON 592598,Washington,1922813.0
125-27558,HARBISON 592599,Washington,1985176.0
125-27559,HARBISON 592600,Washington,4571350.0
125-27560,HARMON CREEK 'B' UNIT 7H,Washington,2521220.43
125-27561,GOLDEN GOOSE 2H,Washington,6633881.83
125-27562,GOLDEN GOOSE 4H,Washington,6833831.050000001
125-27563,GOLDEN GOOSE 6H,Washington,6743281.3500000015
125-27564,GOLDEN GOOSE 8H,Washington,8038136.609999999
125-27565,HARMON CREEK 'B' UNIT 9H,Washington,2859753.59
125-27566,HARMON CREEK 'B' UNIT 11H,Washington,3349102.6899999995
125-27567,HARMON CREEK 'B' UNIT 12H,Washington,
125-27568,WATERBOY 2H,Washington,8424132.64
125-27569,WATERBOY 4H,Washington,8029199.390000001
125-27570,WATERBOY 6H,Washington,6534818.459999999
125-27571,WATERBOY 8H,Washington,7596412.1499999985
125-27572,SMITH LARRY UNIT 9H,Washington,
125-27573,CONSOL NV38LHSB,Washington,
125-27574,CONSOL NV38PHSB,Washington,
125-27575,CONSOL NV38RHSB,Washington,
125-27576,CONSOL NV38SHSB,Washington,
125-27577,MOORE PARK 12065 5H,Washington,2625872.520000001
125-27578,SHOTSKI 2H,Washington,
125-27579,R SMITH 592295,Washington,2852912.0
125-27580,STEWART TRUST UNIT 4H,Washington,4892423.760000001
125-27581,PANGERSIS FAMILY 11290 5H,Washington,2539686.7600000002
125-27582,PANGERSIS FAMILY 11290 7H,Washington,2360425.5300000007
125-27583,PARIS ALEX UNIT 5H,Washington,576843.2600000001
125-27584,PARIS ALEX UNIT 6H,Washington,751267.8
125-27585,PARIS ALEX UNIT 7H,Washington,746119.43
125-27586,PARIS ALEX UNIT 8H,Washington,616167.1
125-27587,F I MONINGER 592365,Washington,1830845.0
125-27588,F I MONINGER 592366,Washington,2364229.0
125-27589,F I MONINGER 592367,Washington,3045834.0
125-27590,F I MONINGER 592368,Washington,4832042.0
125-27591,F I MONINGER 592369,Washington,5385524.0
125-27592,HARMON CREEK C UNIT 16H,Washington,
125-27593,HARMON CREEK C UNIT 17H,Washington,
125-27594,HARMON CREEK C UNIT 18H,Washington,
125-27595,HARMON CREEK A UNIT 35H,Washington,
125-27596,BAUMEL UNIT 1H,Washington,2842086.0899999994
125-27597,BAUMEL UNIT 2H,Washington,3213360.86
125-27598,BAUMEL UNIT 3H,Washington,3704841.6400000006
125-27599,BAUMEL UNIT 4H,Washington,4105234.5900000003
125-27600,BAUMEL UNIT 5H,Washington,3476709.6499999994
125-27602,WOLVERINE 2H,Washington,4733657.81
125-27603,WOLVERINE 4H,Washington,7344303.36
125-27604,SGL 232 A UNIT 2H,Washington,1252045.0200000003
125-27605,SGL 232 A UNIT 3H,Washington,1360219.3999999997
125-27606,SGL 232 A UNIT 4H,Washington,2456835.26
125-27607,BUFFALO TOWNSHIP 12029 3H,Washington,
125-27608,BUFFALO TOWNSHIP 12029 4H,Washington,
125-27609,ENGEL BRADLEY 12248 6H,Washington,
125-27610,ENGEL BRADLEY 12248 5H,Washington,
125-27611,MOORE PARK 12065 6H,Washington,
125-27612,CAPTAIN USA 2G,Washington,
125-27613,MORITZ EDWARD UNIT 1H,Washington,2769373.96
125-27614,MORITZ EDWARD UNIT 3H,Washington,2841525.12
125-27615,MORITZ EDWARD UNIT 4H,Washington,2618111.8200000003
125-27616,MORITZ EDWARD UNIT 5H,Washington,1705798.0
125-27618,CLAYSVILLE SPORTSMANS UNIT 9H,Washington,4081489.3000000017
125-27619,LITTLE CLARA UNIT 1H,Washington,2243645.7900000005
125-27620,LITTLE CLARA UNIT 2H,Washington,1987212.5000000002
125-27621,LITTLE CLARA UNIT 8H,Washington,2792782.5700000008
125-27622,LITTLE CLARA UNIT 9H,Washington,2218860.37
125-27623,LITTLE CLARA UNIT 10H,Washington,3502977.2500000005
125-27624,MALACHOSKY EDWARD 11752 1H,Washington,5311555.51
125-27625,MALACHOSKY EDWARD 11752 2H,Washington,4372286.859999999
125-27626,MALACHOSKY EDWARD 11752 3H,Washington,4113523.0899999994
125-27627,MALACHOSKY EDWARD 11752 4H,Washington,4297856.389999999
125-27628,WIGGIN OUT 2H,Washington,3967549.13
125-27629,WIGGIN OUT 4H,Washington,5713211.010000001
125-27630,WIGGIN OUT 6H,Washington,5443129.24
125-27631,WIGGIN OUT 8H,Washington,4208046.359999999
125-27632,WIGGIN OUT 10H,Washington,4510217.42
125-27633,CNX MOR31GHS,Washington,1748745.29
125-27634,MOORE PARK 12065 2H,Washington,1128961.68
125-27635,MOORE PARK 12065 3H,Washington,1751901.4799999995
125-27636,MOORE PARK 12065 9H,Washington,
125-27637,MUSOLINO NV62BHS,Washington,
125-27639,DAVID SMITH UNIT 4H,Washington,
125-27640,WOLVERINE 6H,Washington,5869368.85
125-27641,WOLVERINE 8H,Washington,5409715.16
125-27642,WOLVERINE 10H,Washington,8809891.510000002
125-27643,MOORE PARK 12065 1H,Washington,
125-27644,HAYWOOD 592441,Washington,2920051.0
125-27645,POWELL-MARCUS 590691,Washington,
125-27646,POWELL-MARCUS 592710,Washington,
125-27647,POWELL-MARCUS 593173,Washington,
125-27648,POWELL-MARCUS 593174,Washington,
125-27649,POWELL-MARCUS 593175,Washington,
125-27650,STARVAGGI CHARITIES D 11319 6H,Washington,
125-27651,BIRD RUN 10938 10H,Washington,5538480.529999998
125-27652,YABLONSKI 592028,Washington,
125-27653,BIRD RUN 10938 12H,Washington,5714393.91
125-27654,JAMES BIRD WAS 6H,Washington,
125-27655,IRON MAN 1H,Washington,
125-27656,RUMPELSTILTSKIN 2H,Washington,6040255.86
125-27657,"EAKIN, SANDRA 11420 UNIT 7H",Washington,5688158.33
125-27659,"EAKIN, SANDRA 11420 UNIT 6H",Washington,6568237.700000001
125-27660,"EAKIN, SANDRA 11420 UNIT 8H",Washington,6112611.55
125-27661,"EAKIN, SANDRA 11420 UNIT 9H",Washington,5839578.9399999995
125-27662,RUMPELSTILTSKIN 4H,Washington,5765854.38
125-27663,RUMPELSTILTSKIN 6H,Washington,5645192.199999999
125-27664,RUMPELSTILTSKIN 8H,Washington,4817228.05
125-27666,BIRD RUN 10938 8H,Washington,4701826.140000001
125-27667,HABANERO 7H,Washington,
125-27668,HABANERO 1H,Washington,
125-27669,HABANERO 3H,Washington,
125-27670,HABANERO 5H,Washington,
125-27671,"WALASIK, TERRY UNIT 1H",Washington,755349.34
125-27672,"WALASIK, TERRY UNIT 2H",Washington,2049201.11
125-27673,"WALASIK, TERRY UNIT 3H",Washington,1254623.22
125-27674,"WALASIK, TERRY UNIT 4H",Washington,1591445.7699999998
125-27675,"WALASIK, TERRY UNIT 5H",Washington,2758035.0300000003
125-27676,"WALASIK, TERRY UNIT 7H",Washington,2155783.6600000006
125-27677,CP 2G,Washington,
125-27678,CP 3H,Washington,1754889.0199999998
125-27679,CP 5H,Washington,3465455.3000000007
125-27680,CP 6H,Washington,
125-27683,STARVAGGI INDUSTRIES B 10127 10H,Washington,
125-27684,KEVECH 593729,Washington,4362127.0
125-27685,DMC PROPERTIES UNIT 10H,Washington,8944856.909999998
125-27686,"WALASIK, TERRY UNIT 8H",Washington,1515429.0599999998
125-27687,"EAKIN, SANDRA 11420 UNIT 10H",Washington,7450346.040000002
125-27688,HABANERO 1H,Washington,
125-27689,BUFFALO TOWNSHIP 12029 6H,Washington,5791814.470000001
125-27690,BUFFALO TOWNSHIP 12029 7H,Washington,3756388.7500000005
125-27691,BUFFALO TOWNSHIP 12029 8H,Washington,5539264.5600000005
125-27692,BUFFALO TOWNSHIP 12029 9H,Washington,3814362.4000000004
125-27693,HABANERO 3H,Washington,1949402.7000000002
125-27694,HABANERO 5H,Washington,2592224.22
125-27695,HABANERO 7H,Washington,3223439.84
125-27696,HABANERO 9H,Washington,2631920.6100000003
125-27697,HABANERO 11H,Washington,3547861.23
125-27698,HABANERO 13H,Washington,4063173.87
125-27699,HABANERO 15H,Washington,
125-27701,MILLER WILLIAM 10129 1H,Washington,
125-27702,MILLER WILLIAM 10129 2H,Washington,
125-27703,MILLER WILLIAM 10129 3H,Washington,
125-27704,MILLER WILLIAM 10129 4H,Washington,
125-27705,MILLER WILLIAM 10129 9H,Washington,
125-27706,RANDOLPH KAREN 11410 2H,Washington,
125-27707,RANDOLPH KAREN 11410 3H,Washington,
125-27708,MUSKOVICH PHILIP 12080 1H,Washington,1534384.21
125-27709,MUSKOVICH PHILIP 12080 4H,Washington,915043.0300000001
125-27710,MUSKOVICH PHILIP 12080 5H,Washington,1318264.0900000003
125-27711,DMC PROPERTIES (EAST) UNIT 17H,Washington,1733843.5499999996
125-27712,GOLDILOCKS 2H,Washington,
125-27713,GOLDILOCKS 4H,Washington,
125-27714,HARRIS MICHAEL 11116 9H,Washington,3599558.0199999996
125-27715,MAZURE WILLIAM 12118 3H,Washington,
125-27716,IRON MAN 1H,Washington,4193198.9400000004
125-27717,IRON MAN 3H,Washington,5224249.53
125-27718,IRON MAN 5H,Washington,6140589.269999999
125-27719,IRON MAN 6H,Washington,
125-27720,IRON MAN 7H,Washington,6524756.25
125-27721,IRON MAN 8H,Washington,
125-27722,IRON MAN 10H,Washington,
125-27723,R SMITH 593775,Washington,4073647.0
125-27724,R SMITH 593786,Washington,
125-27725,DMC PROPERTIES (EAST) UNIT 14H,Washington,2785353.39
125-27726,JONES ROBERT 12046 4H,Washington,
125-27727,JONES ROBERT 12046 5H,Washington,
125-27728,FOWLER 1H,Washington,6899257.149999999
125-27729,FOWLER 3H,Washington,6386865.380000001
125-27730,FOWLER 5H,Washington,5922705.05
125-27731,FOWLER 7H,Washington,5332810.94
125-27732,FOWLER 9H,Washington,5302134.66
125-27733,MILLER ESTATE 11212 4H,Washington,
125-27734,LITTLE CLARA UNIT 3H,Washington,2251111.6099999994
125-27735,BERNARD MCCULLEY WAS 10H,Washington,1482883.92
125-27736,SUSAN SCOFIELD WAS 1H,Washington,4073896.3900000006
125-27737,SUSAN SCOFIELD WAS 5H,Washington,3557471.4600000004
125-27738,SUSAN SCOFIELD WAS 8H,Washington,
125-27739,SUSAN SCOFIELD WAS 201H,Washington,
125-27740,BERNARD MCCULLEY WAS 6H,Washington,1703055.2100000002
125-27741,GALLAGHER 592722,Washington,4384168.0
125-27742,GALLAGHER 592723,Washington,3021196.0
125-27743,MASTER SPLINTER 1V,Washington,
125-27744,MARCHEZAK JOHN 11528 7H,Washington,
125-27745,PAPA BEAR 1V,Washington,
125-27746,DAVID SMITH UNIT 5H,Washington,
125-27747,JONES ROBERT 12046 3H,Washington,
125-27748,ZEDIKER STATION 11784 10H,Washington,
125-27749,BEDILLION-DAY UNIT 7H,Washington,
125-27750,BABY BEAR 1V,Washington,
125-27752,LOHR 1V,Washington,
125-27753,F I MONINGER 592370,Washington,4949086.0
125-27754,HARBISON 592594,Washington,
125-27755,HARBISON 592595,Washington,
125-27756,HARBISON 592603,Washington,
125-27757,HARBISON 592601,Washington,
125-27758,HARBISON 592596,Washington,
125-27759,HARBISON 592597,Washington,
125-27760,BERNARD MCCULLEY UP WAS 4H,Washington,
125-27761,BIG DADDY SHAW 1H,Washington,
125-27762,BIG DADDY SHAW 3H,Washington,
125-27763,BIG DADDY SHAW 5H,Washington,
125-27764,BIG DADDY SHAW 9H,Washington,
125-27765,KOCI 592403,Washington,4278368.0
125-27766,KOCI 593962,Washington,5162097.0
125-27767,KOCI 593963,Washington,4303884.0
125-27768,KOCI 593964,Washington,4498560.0
125-27769,KOCI 593965,Washington,4236553.0
125-27770,KOCI 594302,Washington,3492916.0
125-27771,HARBISON 592604,Washington,
125-27772,COGAR 593901,Washington,2392162.0
125-27774,HULK 50U,Washington,
125-27775,MASTER SPLINTER 2H,Washington,
125-27776,MASTER SPLINTER 4H,Washington,
125-27777,MASTER SPLINTER 6H,Washington,
125-27778,MASTER SPLINTER 8H,Washington,
125-27779,MASTER SPLINTER 10H,Washington,
125-27781,PAPA BEAR 2H,Washington,8045803.33
125-27782,PAPA BEAR 4H,Washington,7471762.48
125-27783,PAPA BEAR 6H,Washington,7235464.0
125-27784,PAPA BEAR 8H,Washington,6654709.710000001
125-27785,PAPA BEAR 10H,Washington,7324380.16
125-27786,WAGERS UNIT 5H,Washington,
125-27787,WAGERS UNIT 6H,Washington,
125-27788,WAGERS UNIT 7H,Washington,
125-27789,SHOTSKI 1H,Washington,
125-27790,SHOTSKI 2H,Washington,3992725.5
125-27791,SHOTSKI 3H,Washington,
125-27792,SHOTSKI 4H,Washington,4311198.72
125-27793,SHOTSKI 5H,Washington,
125-27794,SHOTSKI 6H,Washington,3885788.76
125-27795,SHOTSKI 7H,Washington,
125-27796,SHOTSKI 8H,Washington,4710466.24
125-27797,SHOTSKI 9H,Washington,
125-27798,SHOTSKI 10H,Washington,
125-27799,HARBISON 592605,Washington,3268190.0
125-27801,MARLIN FUNKA WAS 6H,Washington,
125-27802,"HUNTER, JOHN UNIT 6H",Washington,
125-27803,HUNTER JOHN UNIT 7H,Washington,
125-27804,HUNTER JOHN UNIT 8H,Washington,
125-27805,HUNTER JOHN UNIT 9H,Washington,
125-27806,HUNTER JOHN UNIT 10H,Washington,
125-27807,MARLIN FUNKA UP WAS 7H,Washington,
125-27808,MARLIN FUNKA WAS 8H,Washington,
125-27809,MARLIN FUNKA UP WAS 9H,Washington,3519294.6200000006
125-27810,MARLIN FUNKA WAS 10H,Washington,
125-27811,CAPTAIN USA 1H,Washington,4106416.7399999998
125-27812,CAPTAIN USA 3H,Washington,4089070.619999999
125-27813,CAPTAIN USA 5H,Washington,3901843.2
125-27814,CAPTAIN USA 7H,Washington,4015019.44
125-27815,CAPTAIN USA 9H,Washington,3900993.6199999996
125-27816,CAPTAIN USA 11H,Washington,4557290.04
125-27817,COGAR 593918,Washington,
125-27818,WERNER 592700,Washington,4619518.0
125-27819,WERNER 592701,Washington,5409255.0
125-27820,WERNER 592702,Washington,5509726.0
125-27821,WERNER 592703,Washington,
125-27822,WERNER 592705,Washington,
125-27823,STOPKA 2H-M,Washington,
125-27824,STOPKA 1H-M,Washington,
125-27825,R. SMITH 592305,Washington,5686973.0
125-27826,R. SMITH 593771,Washington,6723684.0
125-27827,SHELLER GENE 11300 7H,Washington,
125-27828,R. SMITH 593772,Washington,
125-27829,R. SMITH 592294,Washington,
125-27830,KENDALL UNIT 8H,Washington,
125-27831,KENDALL UNIT 4H,Washington,
125-27832,SHELLER GENE 11300 3H,Washington,
125-27833,GOLDEN GOOSE 1H,Washington,
125-27834,KENDALL UNIT 5H,Washington,
125-27835,BIGGER THOMAS 10235 2H,Washington,
125-27836,MARTIN EDWARD 12273 3H,Washington,
125-27837,GOLDEN GOOSE 3H,Washington,
125-27839,BURNSWORTH S&T UNIT 15H,Washington,
125-27840,GOLDEN GOOSE 5H,Washington,
125-27841,LOHR 2H,Washington,6525759.0
125-27842,LOHR 4H,Washington,5916369.92
125-27843,LOHR 6H,Washington,5545896.66
125-27844,LOHR 8H,Washington,6282208.62
125-27845,LOHR 10H,Washington,6248297.4
125-27846,LOHR 12H,Washington,
125-27847,ZEDIKER STATION 11784 5H,Washington,
125-27848,ZEDIKER STATION 11784 8H,Washington,
125-27849,SHELLER GENE 11300 2H,Washington,
125-27850,COWHORN PEPPER 1V,Washington,
125-27851,HARRIS MICHAEL 11116 8H,Washington,3446513.2700000014
125-27852,SMITH LARRY UNIT 3H,Washington,
125-27853,SMITH LARRY UNIT 4H,Washington,
125-27854,SMITH LARRY UNIT 5H,Washington,
125-27855,SMITH LARRY UNIT 9H,Washington,
125-27856,RANDOLPH KAREN 11410 4H,Washington,
125-27857,RANDOLPH KAREN 11410 5H,Washington,
125-27858,RANDOLPH KAREN 11410 9H,Washington,
125-27859,BROVA 2H,Washington,7255638.28
125-27860,BROVA 4H,Washington,8252798.18
125-27861,BROVA 6H,Washington,8278044.83
125-27862,BROVA 8H,Washington,7503748.860000001
125-27863,BABY BEAR 2H,Washington,6903665.59
125-27864,BABY BEAR 4H,Washington,6301326.33
125-27865,BABY BEAR 6H,Washington,5506149.43
125-27866,BABY BEAR 8H,Washington,6328765.68
125-27867,BABY BEAR 10H,Washington,5594195.42
125-27868,BROWNLEE MICHAEL UNIT 3H,Washington,
125-27869,BROWNLEE MICHAEL UNIT 2H,Washington,
125-27870,BROWNLEE MICHAEL UNIT 1H,Washington,
