PERMIT_NO,FARM_NAME,COUNTY,PROD_GAS_QUANT
035-21244,COP TRACT 285 C 1017H,Clinton,2255105.98
035-21245,COP TRACT 285 C 1018H,Clinton,4760817.52
035-21246,COP TRACT 285 H 1048H,Clinton,2258510.3600000003
035-21247,COP TRACT 285 H 1046H,Clinton,1593116.7399999998
035-21248,COP TRACT 285 H 1044H,Clinton,1998492.6300000001
035-21249,COP TRACT 285 D 1024H,Clinton,2350651.29
035-21250,COP TRACT 285 D 1020H,Clinton,3013192.2600000002
035-21251,COP TRACT 285 D 1022H,Clinton,2108278.91
035-21252,COP TRACT 285 G-1039H,Clinton,3144351.1700000004
035-21253,COP TRACT 285 G-1040H,Clinton,4887466.7299999995
035-21254,COP TRACT 285 G-1041H,Clinton,2886663.2099999995
035-21255,COP TRACT 285 G-1042H,Clinton,3543629.0899999994
035-21256,COP TRACT 285 F-1031H,Clinton,
035-21257,COP TRACT 285 F-1032H,Clinton,3513984.4899999998
035-21258,COP TRACT 285 F-1033H,Clinton,
035-21259,COP TRACT 285 F-1034H,Clinton,3075373.2199999997
035-21260,STURGIS B 1001H,Clinton,2072140.0
035-21261,WINNER 4 5H,Clinton,
035-21262,WINNER 4 9H,Clinton,
035-21263,COP TRACT 252 B1001H,Clinton,
035-21264,COP TRACT 653 C 1007H,Clinton,2559337.57
035-21265,PA TRACT UNIT A 3H,Clinton,
035-21266,PA TRACT UNIT A 4H,Clinton,
035-21267,PA TRACT UNIT B 3H,Clinton,
035-21268,PA TRACT E 1H,Clinton,438004.19
035-21269,PA TRACT E 2H,Clinton,
035-21270,PA TRACT E 3H,Clinton,1399823.36
035-21271,PA TRACT E 4H,Clinton,1682574.65
035-21272,PA TRACT E 5H,Clinton,1098651.8200000003
035-21273,COP TRACT 653 C 1006GH,Clinton,1894485.8200000005
035-21274,WINNER 6 6HG,Clinton,
035-21275,PA TRACT G 1H,Clinton,1735042.35
035-21276,PA TRACT G 2H,Clinton,1925590.98
035-21277,PA TRACT G 3H,Clinton,
035-21278,WINNER 2 7HG,Clinton,
035-21279,PA TRACT I 1H,Clinton,
035-21280,PA TRACT I 2H,Clinton,
035-21281,PA TRACT I 3H,Clinton,
035-21282,PA TRACT I 4H,Clinton,
035-21283,DUTCH RUN CAMP 8HG,Clinton,
035-21284,PA TRACT E 6H,Clinton,1414668.1400000001
035-21285,PA TRACT E 7H,Clinton,1027987.9400000001
035-21286,WINNER 1 7HG,Clinton,
035-21287,WINNER UNIT 1H,Clinton,1343742.8699999999
035-21288,WINNER UNIT 2H,Clinton,1149238.35
035-21289,COP TRACT 727 PAD 3 4H,Clinton,949830.0
035-21290,WINNER 2 7HG,Clinton,
035-21291,WINNER 6 6HG,Clinton,
035-21292,WINNER 4 5H,Clinton,
035-21293,WINNER UNIT 3H,Clinton,1295632.1400000006
035-21294,WINNER UNIT 6H,Clinton,1255058.72
035-21295,STURGIS B 1002V,Clinton,
035-21297,MOHAWK A UNIT 1H,Clinton,
035-21298,MOHAWK A UNIT 2H,Clinton,
035-21299,HUNTER HOLLOW A 1001H,Clinton,
035-21300,WEST BRANCH HC A-1003H,Clinton,
035-21301,COP TRACT 284 A-1002H,Clinton,
035-21302,COP TRACT 284 A 1001H,Clinton,
035-21303,COP TRACT 284 A 1003H,Clinton,
035-21304,COP TRACT 284 A 2001H,Clinton,
035-21305,COP TRACT 284 A 2002H,Clinton,
035-21306,COP TRACT 284 A 2003H,Clinton,
035-21307,COP TRACT 284 A-2004H,Clinton,
035-21308,MOHAWK LODGE UNIT 1H,Clinton,2407734.0000000005
035-21309,MOHAWK LODGE UNIT 2H,Clinton,1847061.1100000006
035-21310,MOHAWK A UNIT 3H,Clinton,
035-21312,COP TRACT 727 PAD 3 1H,Clinton,
035-21313,MOHAWK NORTH UNIT 1H,Clinton,2815096.15
035-21314,MOHAWK NORTH UNIT 2H,Clinton,1856701.8000000003
035-21315,COP TRACT 727 PAD 3 1H,Clinton,
035-21316,PA TRACT A 5H,Clinton,
035-21317,PA TRACT A 7H,Clinton,
035-21318,PA TRACT A 6H,Clinton,
035-21319,PA TRACT A 9H,Clinton,
035-21320,PA TRACT A 8H,Clinton,
035-21321,STURGIS B 1003H,Clinton,
035-21322,STURGIS B 1005H,Clinton,
037-20001,M MARTIN 1H,Columbia,
037-20002,S FARVER 1V,Columbia,
037-20003,CAMPBELL 1#1H,Columbia,
037-20004,HOUSEWEART 8527H,Columbia,
037-20005,NIEDZWIECKI UNIT 1H,Columbia,
037-20006,LEVAN UNIT 8526H,Columbia,
037-20007,REMLEY UNIT 1H,Columbia,
037-20008,STERNER UNIT 1H,Columbia,
037-20009,HESS UNIT 1H,Columbia,
037-20010,GLIDEWELL UNIT A 1H,Columbia,
037-20011,RAYMOND UNIT A 1H,Columbia,
037-20012,RAYMOND UNIT B 1H,Columbia,
037-20013,LITWHILER UNIT A 1H,Columbia,
037-20014,SPIECE UNIT A 1H,Columbia,
039-25761,LIPPERT UNIT 1H,Crawford,203285.0000000001
039-25764,BYLER 2083 4HD,Crawford,
039-25765,STAAB 1H,Crawford,3335.0
039-25768,BYLER 2083 2HD,Crawford,
039-25769,BYLER 2083 6HD,Crawford,
039-25789,STAAB WELL PAD 2V,Crawford,
047-23579,REETZ 1691,Elk,0.0
047-23782,REETZ 1921,Elk,2681.0
047-23827,KOCJANCIC 1966,Elk,0.0
047-23921,REETZ 2012,Elk,
047-23931,ST MARYS SPORTSMENS CLUB 1V,Elk,0.0
047-23932,CHARLES LEASGANG 1V,Elk,0.0
047-23938,D CASKEY 1H,Elk,
047-23983,MICHAEL PICHLER 1H,Elk,278493.77
047-24020,REETZ 2072,Elk,0.0
047-24120,BRAWAND 2103,Elk,0.0
047-24131,COP 1V 4273,Elk,0.0
047-24133,SGL 3H 44,Elk,
047-24134,SGL 2H 44,Elk,
047-24135,COP 4V 2316,Elk,0.0
047-24136,COP 5H 2316,Elk,1210204.0799999998
047-24137,COP 6H 2316,Elk,1163599.31
047-24138,COP 3H 4093,Elk,1385015.7099999997
047-24139,SGL 4H 25,Elk,
047-24172,COP 2H 4093,Elk,0.0
047-24204,JBR PARTNERSHIP LP 1V,Elk,
047-24205,KAUL & HAUL OIL & GAS CO 7V,Elk,
047-24206,SRC 4V,Elk,
047-24207,NORTH FORK LP H 2H,Elk,
047-24208,KAUL & HALL OIL & GAS CO 6H,Elk,
047-24209,KAUL & HALL OIL & GAS CO 5H,Elk,
047-24210,NORTH FORK LP 1H,Elk,
047-24255,C O P 8H 4093,Elk,1059198.2800000003
047-24256,C O P 7H 4093,Elk,
047-24280,SRC WARRANT 3752 38992,Elk,
047-24281,SRC 38994 38994,Elk,
047-24310,SGL 38993 38993,Elk,
047-24311,C O P 10H 4093,Elk,
047-24312,C O P 11H 4093,Elk,
047-24313,C O P 9H 4274,Elk,
047-24358,SGL 2H 39056,Elk,1444058.4699999997
047-24361,SGL 3H 39057,Elk,
047-24362,SGL 4H 39058,Elk,
047-24363,SGL 6H 39060,Elk,
047-24364,SRC WARRANT 4200 1V 39254,Elk,
047-24379,SRC WARRANT 3752 4H 39084,Elk,
047-24380,SRC WARRANT 3752 5H 39085,Elk,
047-24381,SRC WARRANT 3752 6H 39086,Elk,1345444.8199999996
047-24412,C O P 35H-2315,Elk,
047-24413,C O P 25H-2315,Elk,
047-24414,C O P 34H-2315,Elk,
047-24415,C O P 24H-2315,Elk,
047-24417,JONES FAMILY TRUST C 1V,Elk,
047-24430,SRC WARRANT 4200 2H 50170,Elk,
047-24431,SRC WARRANT 4200 3H 50171,Elk,478290.5600000001
047-24432,SRC WARRANT 4200 4H 50172,Elk,
047-24433,C O P 32H 2315,Elk,
047-24434,C O P 33H 2315,Elk,
047-24437,HALL WARRANT 3752 1V 50249,Elk,
047-24442,C O P 39H 4273,Elk,2067283.07
047-24443,C O P 38H 4273,Elk,2018314.65
047-24444,C O P 37H 4273,Elk,1407845.9299999997
047-24445,C O P 36H 4273,Elk,1904753.3000000007
047-24453,SGL 4H 25,Elk,
047-24454,SGL 1V 44,Elk,
047-24455,SGL 2H 44,Elk,
047-24456,SGL 3H 44,Elk,
047-24478,WARRANT 3781 1401 2H,Elk,
047-24483,COP 65H 2315,Elk,
047-24484,COP 66H 2315,Elk,
047-24485,COP 67H 2315,Elk,
047-24493,SGL 28 WARRANT 3661 9V 50404,Elk,
047-24494,SGL 28 WARRANT 3661 1H 50059,Elk,1299794.82
047-24495,SGL 28 WARRANT 3661 2H 50060,Elk,
047-24496,SGL 28 WARRANT 3661 3H 50061,Elk,1616137.7
047-24511,SGL 28 WARRANT 3661 1H 50059,Elk,
047-24512,SGL 28 WARRANT 3661 2H 50060,Elk,
047-24527,COP 68H 2315,Elk,
047-24533,CLARK WARRANT 4945 2H 50184,Elk,416423.86
047-24534,CLARK WARRANT 4945 3H 50185,Elk,1112767.92
047-24535,CLARK WT 4945 1H 50183,Elk,424416.87000000005
047-24536,LONGHORN A 590832,Elk,
047-24537,LONGHORN A 590835,Elk,0.0
047-24538,LONGHORN A 590833,Elk,
047-24539,LONGHORN A 590831,Elk,
047-24540,LONGHORN A 590834,Elk,
047-24541,LONGHORN A 590830,Elk,0.0
047-24545,LONGHORN C 1 590842,Elk,0.0
047-24546,LONGHORN C 1 590844,Elk,0.0
047-24547,LONGHORN C 1 590845,Elk,
047-24548,LONGHORN C 1 590846,Elk,0.0
047-24551,BRANDY 590959,Elk,
047-24552,SRC WT 4200 10 V 50357,Elk,
047-24553,BRANDY 590960,Elk,
047-24554,SRC WARRANT 4200 5H 50173,Elk,1741781.98
047-24555,SRC WARRANT 4200 6H 50174,Elk,1973393.2999999998
047-24556,SRC WARRANT 4200 7H 50175,Elk,2033931.260000001
047-24557,MERLOT 590972,Elk,
047-24558,MERLOT 590973,Elk,
047-24559,MERLOT 590974,Elk,
047-24560,MERLOT 590975,Elk,
047-24561,MERLOT 590976,Elk,
047-24562,MERLOT 590977,Elk,
047-24565,BRANDY 591158,Elk,
047-24574,STONEY BROOK 590978,Elk,
047-24575,STONEY BROOK 590980,Elk,
047-24576,STONEY BROOK 591145,Elk,
047-24577,STONEY BROOK 590979,Elk,
047-24578,MERLOT 591183,Elk,
047-24579,MERLOT 591184,Elk,
047-24580,HM1 WT 3284 PAT 1H,Elk,1194594.2
047-24581,HM4 WT 3044 PAT 1H,Elk,
047-24582,HM4 WT 3044 PAT 3H,Elk,
047-24583,CLARK WT 4945 4H 50392,Elk,
047-24584,CLARK WT 4945 5H 50537,Elk,
047-24585,LONGHORN C1 590847,Elk,
047-24586,HM1 WT 3284 PAT 2H,Elk,2146322.8
047-24587,HM2 WT 3256 PAT 1H,Elk,1694842.9
047-24588,SRC WT 2329 3H 50698,Elk,
047-24589,SRC WT 2329 4H 50699,Elk,
047-24625,HM2 WT 3256 PAT 3H,Elk,
047-24626,HM1 WT 3284 PAT 3H,Elk,
047-24636,HM2 WT 3256 PAT 2H,Elk,1676214.4
047-24639,HM10 WT 3242 PAT 1H,Elk,1613623.9
047-24640,HM10 WT 3242 PAT 2H,Elk,1708405.7000000002
047-24641,LONGHORN A 591266,Elk,
047-24642,HM 7 WT 3237 PAT 1H,Elk,1233963.9
047-24643,SGL 28 WT 2028 4H 50055,Elk,1065935.24
047-24644,SGL 28 WT 2028 5H 50056,Elk,
047-24645,SGL 28 WT 2028 34H 50912,Elk,
047-24648,HM 7 WT 3237 PAT 2H,Elk,
047-24649,CONCORD 590991,Elk,
047-24650,CONCORD 590993,Elk,
047-24651,CONCORD 590994,Elk,
047-24652,CONCORD 590995,Elk,
047-24653,CONCORD 590996,Elk,
047-24654,SHAWMUT 591116,Elk,
047-24655,SHAWMUT 591117,Elk,
047-24656,SHAWMUT 591181,Elk,
047-24657,THOR 591139,Elk,
047-24658,THOR 591140,Elk,
047-24659,THOR 591142,Elk,
047-24660,THOR 591143,Elk,
047-24661,THOR 591144,Elk,
047-24662,ANF WT 3654 17H 50830,Elk,
047-24663,ANF WT 3654 18H 50831,Elk,
047-24664,ANF WT 3654 19H 50832,Elk,
047-24665,ANF WT 3654 20H 50833,Elk,
047-24666,ANF WT 3654 21H 50834,Elk,
047-24667,HM 7 WT 3237 PAT 3H,Elk,
047-24668,HM 8 WT 3261 PAT 1H,Elk,
047-24670,ANF WT 3654 50H 51015,Elk,
047-24671,ANF WT 3654 51H 51016,Elk,
047-24672,SRC WT 2524 1H 50726,Elk,
047-24673,SRC WT 2524 2H 50727,Elk,1980681.5599999996
047-24674,WARRANT 3781 1401 5HB,Elk,
047-24675,WARRANT 3781 1401 5HM,Elk,
047-24684,MERLOT 590977,Elk,
047-24698,ANF WT 4865 18H 50964,Elk,
047-24699,ANF WT 4865 19H 50965,Elk,
047-24724,HM10 WT 3242 PAT 3H,Elk,
047-24725,WT 3781 1401 3HD,Elk,
047-24728,LONGHORN A 590834,Elk,
047-24732,COP 2316 9H 51263,Elk,3989227.07
047-24733,COP 2316 10H 51264,Elk,2656458.8799999994
047-24761,WT 3781 1401 1HM,Elk,
047-24762,WT 3781 1401 1HS,Elk,
047-24763,WT 3781 1401 2HS,Elk,
047-24764,WT 3781 1401 3HM,Elk,
047-24765,WT 3781 1401 5HB,Elk,
047-24766,WT 3781 1401 5HD,Elk,
047-24767,WT 3781 1401 5HM,Elk,
047-24771,COP 2614 19H 51269,Elk,
047-24772,COP 2614 20H 51270,Elk,
047-24773,COP 2614 21H 51271,Elk,
047-24774,COP 2660 47H 51350,Elk,
047-24778,COP WT 2660 43H 51346,Elk,2263851.8099999996
047-24779,COP WT 2660 45H 51348,Elk,3109509.4900000007
047-24780,COP WT 2660 46H 51349,Elk,2833540.3600000003
047-24781,COP WT 2660 47H 51350,Elk,2863293.4399999985
047-24782,COP WT 2660 48H 51351,Elk,2829305.320000001
047-24783,COP WT 2660 49H 51352,Elk,2461646.2800000003
047-24787,STONEY BROOK 590978,Elk,
047-24788,STONEY BROOK 590979,Elk,
047-24789,STONEY BROOK 590980,Elk,
047-24790,STONEY BROOK 591145,Elk,
047-24791,SRC WT 2329 16H 50694,Elk,3022651.1
047-24792,SRC WT 2329 36H 51334,Elk,2145760.19
047-24793,SRC WT 2329 37H 51335,Elk,1716972.53
047-24794,SRC WT 2329 38H 51336,Elk,2033850.9799999995
047-24795,SRC WT 2329 39H 51337,Elk,1742810.2999999996
047-24796,SRC WT 2329 40H 51338,Elk,1789779.1400000006
047-24803,TOBY VALLEY 591395,Elk,
047-24804,SENECA RESOURCES VALENTINE 2H 51358,Elk,
047-24805,SENECA RESOURCES VALENTINE 3H 51359,Elk,
047-24831,SENECA RESOURCES VALENTINE 18H 51379,Elk,
047-24832,LONGHORN A 590834,Elk,
047-24833,TOBY VALLEY 591396,Elk,
047-24834,COP 2614 1H 51254,Elk,3399205.8900000015
047-24835,COP 2614 2H 51255,Elk,3083361.090000001
047-24836,COP 2614 3H 51256,Elk,2845170.4
047-24837,COP 2614 4H 51257,Elk,2676121.0199999996
047-24838,COP 2614 7H 51258,Elk,3129207.4799999995
047-24839,COP 2614 18H 51268,Elk,3605566.2600000002
047-24840,COP 2614 19H 51269,Elk,3280147.3000000003
047-24841,COP 2614 20H 51270,Elk,3276361.8700000006
047-24842,COP 2614 21H 51271,Elk,3470623.58
047-24843,COP 2614 22H 51272,Elk,3349838.5599999996
047-24845,TOBY VALLEY 591397,Elk,
047-24846,TOBY VALLEY 592003,Elk,
047-24847,STONEY BROOK 592635,Elk,
047-24848,COP WT 2661 59H 51461,Elk,
047-24849,SGL 25 6H 51367,Elk,
047-24860,COP WT 2661 56H 51419,Elk,2222570.76
047-24861,COP WT 2661 57H 51420,Elk,1976017.8100000003
047-24862,COP WT 2661 58H 51421,Elk,1557373.0
047-24889,HEADWATERS INVESTMENT CORP WT 2624 34H 51529,Elk,
047-24893,GINGER 592741,Elk,
047-24894,GINGER 592740,Elk,
047-24895,GINGER 591388,Elk,
047-24896,GINGER 591387,Elk,
047-24897,GINGER 591386,Elk,
047-24898,GINGER 591385,Elk,
047-24899,COP WT 2611 50H 51413,Elk,1541706.6199999992
047-24900,COP WT 2611 51H 51414,Elk,1905096.4799999997
047-24901,COP WT 2611 52H 51415,Elk,2189543.3900000006
047-24902,COP WT 2611 53H 51416,Elk,1446753.2199999995
047-24903,COP WT 2611 54H 51417,Elk,1992716.8500000003
047-24904,COP WT 2611 55H 51418,Elk,1901825.43
047-24905,COP WT 2611 60H 51486,Elk,1656948.58
047-24906,COP WT 2611 61H 51487,Elk,1985484.58
047-24907,SHAWMUT 593180,Elk,
047-24908,SHAWMUT 593078,Elk,
047-24909,SHAWMUT 593077,Elk,
047-24910,SHAWMUT 593076,Elk,
047-24911,SHAWMUT 591181,Elk,
047-24912,SHAWMUT 591117,Elk,
047-24913,SHAWMUT 591116,Elk,
047-24914,SHAWMUT 593181,Elk,
047-24915,COP WT 2661 62H 51488,Elk,1611709.1900000004
047-24917,PA TIMBER LP WT 4852 51H 51760,Elk,
047-24918,PA TIMBER LP WT 4852 57H 51766,Elk,
047-24919,COP WT 2591 112H 51906,Elk,
047-24920,THORS HAMMER 592627,Elk,
047-24921,THORS HAMMER 592628,Elk,
047-24922,THORS HAMMER 592629,Elk,
047-24923,THORS HAMMER 592630,Elk,
047-24924,THORS HAMMER 592631,Elk,
047-24925,THORS HAMMER 593143,Elk,
047-24926,SGL 25 14H 51375,Elk,
047-24927,SGL 25 15H 51376,Elk,
047-24928,COP WT 2591 70H 51543,Elk,1397160.3099999998
047-24929,COP WT 2591 71H 51544,Elk,1761156.7299999997
047-24930,COP WT 2591 72H 51545,Elk,1522148.1099999996
047-24931,COP WT 2591 73H 51546,Elk,2133264.3799999994
047-24932,COP WT 2591 74H 51547,Elk,1823478.02
047-24933,COP WT 2624 26H 51437,Elk,
047-24934,COP WT 2624 27H 51438,Elk,1466109.27
047-24935,COP WT 2624 28H 51439,Elk,845771.8200000001
047-24936,COP WT 2624 29H 51440,Elk,844511.71
047-24937,COP WT 2624 30H 51441,Elk,900422.0
047-24938,COP WT 2624 31H 51472,Elk,1089439.2699999998
047-24939,COP WT 2624 32H 51504,Elk,2082000.99
047-24940,COP WT 2624 33H 51505,Elk,2005449.2499999998
047-24941,COP WT 2624 129H 51904,Elk,1979867.68
047-24942,COP WT 2604 80H 51553,Elk,1674121.0100000002
047-24943,COP WT 2624 21H 51432,Elk,1736005.74
047-24944,COP WT 2624 22H 51433,Elk,2104729.74
047-24945,COP WT 2624 24H 51435,Elk,1957649.4
047-24946,COP WT 2624 25H 51436,Elk,1944334.7099999997
047-24947,COP WT 2624 23H 51434,Elk,
047-24948,COP WT 2591 113HU 51922,Elk,2191983.1399999997
047-24949,COP WT 2591 65H 51538,Elk,1553915.3800000001
047-24950,COP WT 2591 66H 51539,Elk,2111811.41
047-24951,COP WT 2591 67H 51540,Elk,1800733.34
047-24952,COP WT 2591 68H 51541,Elk,2454800.8400000003
047-24953,COP WT 2591 69H 51542,Elk,2727346.05
047-24954,COP 2316 61H 51262,Elk,2136024.87
047-24955,COP 2316 11H 51265,Elk,2084369.3600000003
047-24956,COP 2316 12H 51266,Elk,2086826.25
047-24957,COP 2316 175H 51530,Elk,2191777.12
047-24958,COP 2316 196H 51923,Elk,2410562.95
047-24959,COP WT 2624 130H 52570,Elk,2239047.2499999995
047-24960,COP WT 2591 70H 51543,Elk,
047-24965,COP WT 2604 79H 51552,Elk,
047-24966,COP WT 2604 81H 51554,Elk,1642618.4299999997
047-24967,COP WT 2604 82H 51555,Elk,1668649.5799999996
047-24968,COP WT 2604 83H 51556,Elk,1640843.3800000001
047-24969,COP WT 2604 84H 51557,Elk,1737236.5899999999
047-24970,COP WT 2604 75H 51548,Elk,
047-24971,COP WT 2604 77H 51550,Elk,
047-24972,COP WT 2604 76H 51549,Elk,
047-24973,COP WT 2604 78H 51551,Elk,1577403.5999999996
047-24975,COP WT 2612 169H 51523,Elk,634604.82
047-24976,COP WT 2604 192HU 52592,Elk,1483488.4
047-24980,COP WT 2612 168H 51522,Elk,656334.5800000001
047-24981,COP WT 2612 215HU 52621,Elk,733743.9400000001
047-24982,COP WT 2612 164H 51518,Elk,539015.44
047-24983,COP WT 2612 167H 51521,Elk,627251.8500000001
047-24984,COP WT 2612 172H 51526,Elk,560029.9600000001
047-24985,COP WT 2612 174H 51528,Elk,641144.66
047-24986,COP WT 2612 165H 51519,Elk,709316.7699999999
047-24987,COP WT 2612 166H 51520,Elk,699442.04
047-24988,COP WT 2612 171H 51525,Elk,581846.85
047-24989,COP WT 2612 173H 51527,Elk,
047-24990,COP WT 2612 235HU 52649,Elk,871713.2299999999
047-24991,SGL 25 WT 2587 131H 51943,Elk,
047-24992,SGL 25 WT 2587 138H 51950,Elk,509541.13
047-24993,SGL 25 WT 2587 132H 51944,Elk,
047-24994,SGL 25 WT 2587 133H 51945,Elk,
047-24995,SGL 25 WT 2587 135H 51947,Elk,
047-24996,SGL 25 WT 2587 136H 51948,Elk,
047-24997,SGL 25 WT 2587 137H 51949,Elk,
047-24998,SGL 25 WT 2587 139H 51951,Elk,649794.8999999999
047-24999,SGL 25 WT 2587 140H 51952,Elk,638134.17
047-25000,SGL 25 WT 2587 143H 51955,Elk,659136.02
047-25001,SGL 25 WT 2587 144H 51956,Elk,669113.46
047-25002,SGL 25 WT 2587 145H 51957,Elk,633082.76
047-25003,SGL 25 WT 2587 197HU 52652,Elk,
047-25005,SRC WT 4200 101HU 52650,Elk,1476345.2899999998
047-25006,SGL 25 WT 2587 219HU 52953,Elk,
047-25007,COP WT 2660 41H 51344,Elk,34743.04
047-25008,COP WT 2660 42H 51345,Elk,
047-25009,COP WT 2660 207HU 52941,Elk,685.96
047-25010,COP WT 2660 208HU 52942,Elk,
047-25011,COP WT 2660 210HU 52944,Elk,533.88
047-25012,COP WT 2660 209HU 52943,Elk,
047-25013,SGL 25 WT 2587 296H 53086,Elk,563091.63
047-25014,SGL 25 WT 2587 297H 53087,Elk,587391.97
047-25015,SRC WT 2329 303HU 52800,Elk,
047-25016,SRC WT 2329 302HU 52799,Elk,
047-25017,SRC WT 2329 304HU 52801,Elk,
047-25018,SRC WT 2329 305HU 52802,Elk,
047-25020,COP WT 2591 212HU 52946,Elk,131640.29
047-25021,COP WT 2591 213HU 52947,Elk,173424.69999999998
047-25022,COP WT 2591 201HU 52659,Elk,214423.69
047-25023,SRC WT 2329 339HU 53089,Elk,
047-25024,SRC WT 2329 340HU 53090,Elk,
047-25025,COP WT 2316 312HU 52809,Elk,
047-25026,COP WT 2316 317HU 52814,Elk,
047-25027,COP WT 2316 318HU 52815,Elk,
047-25028,COP WT 2316 319HU 52816,Elk,
047-25029,COP WT 2316 320HU 52817,Elk,
047-25030,COP WT 2316 321HU 52818,Elk,
047-25031,SGL WT 2587 141H 51953,Elk,
047-25032,SGL WT 2587 224HU 52958,Elk,
047-25033,SGL WT 2587 142H 51954,Elk,
047-25034,SGL WT 2587 147H 51959,Elk,
047-25035,SGL WT 2587 148H 51960,Elk,
047-25036,SGL WT 2587 149H 51961,Elk,
047-25037,SGL WT 2587 150H 51962,Elk,
047-25038,SGL WT 2587 154H 51966,Elk,
047-25039,SGL WT 2587 153H 51965,Elk,
047-25040,SGL WT 2587 155H 51967,Elk,
047-25041,SGL WT 2587 146H 51958,Elk,
047-25042,SGL WT 2587 198HU 52653,Elk,
047-25043,COP WT 2604 13OH 51942,Elk,
047-25044,COP WT 2604 196H 52628,Elk,
047-25045,COP WT 2604 292H 53069,Elk,
047-25046,COP WT 2604 293H 53070,Elk,
047-25047,COP WT 2604 294H 53071,Elk,
047-25048,COP WT 2604 295H 53072,Elk,
047-25049,SGL 25 WT 2587 301H 53107,Elk,
047-25050,SGL 25 WT 2587 300H 53106,Elk,
047-25051,SGL 25 WT 2587 299H 53105,Elk,
047-25052,SGL 25 WT 2587 302H 53108,Elk,
047-25056,COP WT 2624 216HU 52892,Elk,
047-25057,COP WT 2624 235HU 53222,Elk,
047-25058,COP WT 2624 217HU 52893,Elk,
047-25059,COP WT 2624 218HU 52894,Elk,
047-25060,COP WT 2624 219HU 52895,Elk,
047-25061,COP WT 2624 234HU 53221,Elk,
047-25062,COP WT 4093 102HU 53219,Elk,
049-23064,LEO A PFADT 2,Erie,1409.0
051-20144,FRAZEE LUMBER CO 1,Fayette,
051-21072,J YOHO 1,Fayette,194531.84999999998
051-21331,GENERAL REFRACTORIES UNIT 5,Fayette,247429.1099999999
051-22499,LEICHLITER 6,Fayette,
051-22839,P&M UNIT 1,Fayette,1090445.6400000001
051-23451,RICH FARMS 7,Fayette,120706.0
051-23452,ORR 28,Fayette,98124.0
051-23464,TRIPLETT 2,Fayette,83199.0
051-23573,ORR 33,Fayette,128410.0
051-23607,BENNINGER 24,Fayette,111083.0
051-23687,SKOVRAN 22,Fayette,293103.0
051-23688,SKOVRAN 23,Fayette,388700.0
051-23718,KOLENCIK 2,Fayette,426911.0
051-23727,MASTERBRAY 1,Fayette,201193.0
051-23754,PALANKEY 2,Fayette,170407.0
051-23926,SZUHAY 5,Fayette,286162.0
051-23935,BURD 4,Fayette,
051-23937,BURD 6,Fayette,
051-23940,ORR 36,Fayette,126348.0
051-23958,AVANTI 1,Fayette,0.0
051-23960,PRAH 2A,Fayette,174352.0
051-23961,KESLAR 9,Fayette,390038.0
051-23968,CHRISTOPHER 9,Fayette,427689.0
051-23975,CAMPBELL 14,Fayette,141138.0
051-23976,CAMPBELL 13,Fayette,331077.0
051-23977,BRAZZON 15,Fayette,197653.0
051-23983,BRAZZON 7,Fayette,104431.0
051-23984,OLEXA 8,Fayette,461168.0
051-23985,CAMPBELL 15,Fayette,338971.0
051-23989,YASENOSKY 3,Fayette,1253836.0
051-23990,LEICHLITER 6,Fayette,273706.0
051-24005,WORK 13,Fayette,65125.0
051-24007,WORK 17,Fayette,30191.0
051-24009,TERCHO-SHIMKO 3,Fayette,477681.0
051-24010,FAY-PENN 10,Fayette,
051-24011,FAY-PENN 11,Fayette,39189.0
051-24012,FAY-PENN 12,Fayette,
051-24013,FAY-PENN 13,Fayette,273.0
051-24014,FAY-PENN 14,Fayette,6260.0
051-24015,FAY-PENN 15,Fayette,
051-24018,SABATINE 8,Fayette,23453.0
051-24023,HADENAK 3,Fayette,301136.0
051-24024,STEVE 2,Fayette,32007.0
051-24025,STEVE 3,Fayette,11537.0
051-24026,STEVE 4,Fayette,19958.0
051-24027,STEVE 5,Fayette,28172.0
051-24028,STEVE 6,Fayette,18401.0
051-24052,ZINN UNIT 2,Fayette,1211225.0
051-24053,HONSAKER 15,Fayette,462441.0
051-24054,HONSAKER 16,Fayette,322366.0
051-24055,HONSAKER 17,Fayette,445772.0
051-24056,HONSAKER 18,Fayette,
051-24058,KREPPS 3,Fayette,527739.0
051-24062,SKOVRAN 24,Fayette,295744.0
051-24080,CHRISTOPHER 10,Fayette,349716.0
051-24097,COUGHENOUR-DUNCAN 1A,Fayette,266219.0
051-24098,W SMITH 1,Fayette,11238.0
051-24124,REDMAN 26,Fayette,528810.0
051-24125,REDMAN 27,Fayette,515739.0
051-24140,JOHN HOLT 1H,Fayette,0.0
051-24152,DANCHO/BROWN 4,Fayette,272039.0
051-24153,DANCHO/BROWN 5,Fayette,288353.0
051-24154,HOSLER 8,Fayette,353301.0
051-24155,HOSLER 7,Fayette,274713.0
051-24158,HALL 8423H,Fayette,337482.70999999996
051-24159,HALL 8450V,Fayette,
051-24164,FIKE UNIT 1H,Fayette,0.0
051-24176,POCKSTALLER 4,Fayette,
051-24177,TESAURO 3,Fayette,
051-24178,TESAURO 1,Fayette,
051-24179,TESAURO 4,Fayette,
051-24186,MASTOWSKI 8471V,Fayette,
051-24187,CONGELIO 5,Fayette,832069.0
051-24189,BURNSIDE 8,Fayette,521233.0
